datetime,open,high,low,close,volume
2007-05-03,9.815701777238392,10.574782776646012,9.815701777238392,10.47008228302002,20721925.0
2007-05-04,10.358837726136832,10.47008228302002,10.306487156574613,10.47008228302002,2353950.0
2007-05-07,10.443906675489686,10.5028013083091,10.339206181863695,10.47008228302002,1534106.0
2007-05-08,10.470082341869876,10.587870317173868,10.40464364542545,10.437362670898438,1685154.0
2007-05-09,10.437363354278242,10.483170509338379,10.371925944546245,10.483170509338379,1012914.0
2007-05-10,10.470081323936288,11.386213302612305,10.470081323936288,11.386213302612305,4371409.0
2007-05-11,11.157180280407028,11.647965620673492,11.157180280407028,11.556352615356445,1611456.0
2007-05-14,11.647966902565328,11.713404955135834,11.18990053457179,11.517090797424316,1298173.0
2007-05-15,11.45165294767741,11.647967108865904,11.255338786488915,11.30768871307373,1251449.0
2007-05-16,11.451652605347704,11.451652605347704,11.131006409857783,11.189900398254395,1411941.0
2007-05-17,11.131005902425608,11.484371107693237,11.131005902425608,11.320775985717773,907560.0
2007-05-18,11.274968959951142,11.582526982855038,11.189898730724913,11.523633003234863,536669.0
2007-05-21,11.451652744853812,11.582528849994823,11.196444598028226,11.517090797424316,206125.0
2007-05-22,11.366582992761424,11.68068510658989,11.320775842787887,11.418932914733887,528379.0
2007-05-23,11.451651689349905,11.811560945314689,11.41893266608038,11.772297859191895,493919.0
2007-05-24,11.733033612073907,12.007872605744245,11.680683696421466,11.975154876708984,588292.0
2007-05-25,11.857369372921513,12.0078763961792,11.818107569287053,12.0078763961792,381475.0
2007-05-28,11.942438494421733,12.014419321593182,11.909719467163086,11.909719467163086,71261.0
2007-05-29,11.948981478526056,12.138751561281786,11.942437415466163,12.047137260437012,262323.0
2007-05-30,12.112574767224512,12.236906795813436,11.916261921187179,12.02096176147461,667390.0
2007-05-31,12.138753470918807,12.753869675380011,12.119121278650645,12.164928436279297,498430.0
2007-06-01,12.32197646744481,12.642622618434272,12.32197646744481,12.564096450805664,444313.0
2007-06-04,12.753869509688831,13.283918038090142,12.564099399544348,12.694976806640625,790950.0
2007-06-05,12.852025126774409,12.956724964363616,11.988242429686089,12.328520774841309,752810.0
2007-06-06,12.20418954089826,12.26962888705278,11.615248335477435,11.962069511413574,707786.0
2007-06-07,11.909721008002332,12.073316165460959,11.490916372110537,11.785388946533203,372567.0
2007-06-08,11.51708894083335,11.7788411089201,11.33386164857459,11.523633003234863,479114.0
2007-06-11,11.53672100764591,11.746123279761571,11.346950924726826,11.471282958984375,369593.0
2007-06-12,11.549809145316496,12.171470608222204,11.549809145316496,11.89663028717041,1287111.0
2007-06-13,11.896631325908332,11.896631325908332,11.667598135366408,11.752668380737305,816010.0
2007-06-14,11.968611220124272,12.269626472819043,11.929348136555957,12.0994873046875,660286.0
2007-06-15,12.204185977134678,12.374325129061061,12.007871868988067,12.30234432220459,766417.0
2007-06-18,12.184556192138905,12.269626421346159,12.007872962321064,12.09294319152832,238217.0
2007-06-19,12.092943292936818,12.10603141784668,11.994786229103058,12.10603141784668,163523.0
2007-06-20,12.106031367115008,12.236906160681505,12.040592033836662,12.0994873046875,138717.0
2007-06-21,12.106031367115008,12.230363389250728,11.909717240270165,12.0994873046875,184929.0
2007-06-22,12.217277223447011,12.223821286923865,11.831192970275879,11.831192970275879,272012.0
2007-06-25,11.837735664726324,11.948980857976595,11.680684614429369,11.857366561889648,250187.0
2007-06-26,11.778842338329682,12.034050470652112,11.654509012713879,11.746123313903809,225873.0
2007-06-27,11.7788418025573,11.7788418025573,11.373125401732157,11.451651573181152,359808.0
2007-06-28,11.706860821399335,11.706860821399335,11.255338519572867,11.353495597839355,525667.0
2007-06-29,11.386215017670832,11.877000425974956,11.386215017670832,11.752668380737305,735902.0
2007-07-02,11.778841888649918,11.785385951484631,11.418932633705547,11.615246772766113,400912.0
2007-07-03,11.733036087280402,12.20418930053711,11.615248106715464,12.20418930053711,482680.0
2007-07-04,12.125665939791359,12.30234922391916,11.922807689014249,12.079858779907227,210051.0
2007-07-05,12.236909866333008,12.465944374672938,11.955526715710693,12.236909866333008,833566.0
2007-07-06,12.354698764308374,12.72115086773888,12.243453545840277,12.701519966125488,729723.0
2007-07-09,12.596818029914138,12.812764389241986,12.51829313733792,12.76041316986084,392124.0
2007-07-10,12.812763063995002,12.812763063995002,12.596816727002869,12.793130874633789,1061624.0
2007-07-11,12.505206091042098,12.721151178045261,12.289261004038936,12.622995376586914,605076.0
2007-07-12,12.629537057903478,12.891290572815205,12.498662236943117,12.76041316986084,138901.0
2007-07-13,12.721148236899198,13.00253261148001,12.668798316091836,12.884744644165039,749993.0
2007-07-16,12.904376150939925,13.015621351653524,12.80621907654447,12.95672607421875,139419.0
2007-07-17,12.956723986566292,12.956723986566292,12.64916597761395,12.747323036193848,192334.0
2007-07-18,12.629533791299972,12.976356172880271,12.49865900419011,12.747323036193848,375565.0
2007-07-19,12.760408113672883,13.3820693991431,12.668795129802886,13.323175430297852,979034.0
2007-07-20,13.185758401200914,13.480229605480407,13.159583441242097,13.277371406555176,567522.0
2007-07-23,13.388617057957575,13.591475263819657,13.23156600183742,13.526037216186523,378988.0
2007-07-24,13.447510649528208,14.003734038150236,13.447510649528208,13.859769821166992,1192776.0
2007-07-25,13.604561975085456,13.853226037432325,12.891288811564008,13.087601661682129,852138.0
2007-07-26,13.336267482935334,13.362443738000477,12.498662177769566,12.596817970275879,784352.0
2007-07-27,12.302348404877373,12.950183627556669,12.302348404877373,12.531381607055664,811014.0
2007-07-30,12.66225446428535,13.061426812834199,12.564097392887936,12.832393646240234,315481.0
2007-07-31,13.002532616972443,13.329722849648704,12.825849374928536,13.07451343536377,450419.0
2007-08-01,12.825850244872086,12.989445372306442,12.45939819221665,12.603361129760742,1097816.0
2007-08-02,12.891286646644424,12.92400437367225,12.158380126498432,12.30234432220459,964053.0
2007-08-03,12.302345679843096,12.69497393946523,12.269626658207919,12.426677703857422,560594.0
2007-08-06,12.197644962278298,12.407045933181708,11.824647586705057,12.132206916809082,604479.0
2007-08-07,12.302345915227823,12.413589816317844,12.001330652225416,12.073312759399414,166831.0
2007-08-08,12.230362790257738,12.249993685582089,11.890084470660087,12.066767692565918,444130.0
2007-08-09,11.981700364035898,12.092944270778018,11.353494846503493,11.569439888000488,623134.0
2007-08-10,11.340407371520996,11.51709062724949,11.255338420835079,11.340407371520996,725816.0
2007-08-13,11.739577935565213,12.099487163927057,11.536719748652832,11.778841018676758,231319.0
2007-08-14,11.713402336419007,11.994785383165764,11.530175055586794,11.739577293395996,238074.0
2007-08-16,11.785387589189316,11.785387589189316,10.699116256070962,10.954323768615723,888679.0
2007-08-17,11.196443939860682,11.314231911164814,10.829990608807918,10.895428657531738,533629.0
2007-08-20,11.196443865989705,11.366583049748478,10.836534600383276,10.84962272644043,748437.0
2007-08-21,10.967408487896563,11.150634469810008,10.816900878040553,10.928145408630371,366100.0
2007-08-22,11.045935783589552,11.216073659597479,10.993584575512964,11.137547492980957,469389.0
2007-08-23,11.360038929765656,11.484370962697888,11.255337794823886,11.418932914733887,417623.0
2007-08-24,11.451652451871269,11.942437833593658,11.399302527552974,11.713404655456543,286361.0
2007-08-27,11.844282535375724,12.289260831874435,11.844282535375724,12.0078763961792,249120.0
2007-08-28,12.040592031131945,12.05368015598402,11.654507839956494,11.680684089660645,187904.0
2007-08-29,11.575982924609367,12.073312302352079,11.54980796599064,11.942436218261719,371276.0
2007-08-30,12.0667691019284,12.263083242087486,11.674140821610226,11.929348945617676,416796.0
2007-08-31,12.007872969310174,12.106031323374669,11.896629072431404,11.942436218261719,276853.0
2007-09-03,12.040593096087234,12.138751459166157,11.752667233842683,11.844280242919922,408518.0
2007-09-04,11.844281845615239,12.28926011620031,11.752668824141491,12.197647094726562,380556.0
2007-09-05,12.236906504532653,12.622991997640378,11.988242453273871,12.367782592773438,544049.0
2007-09-06,12.400499379583042,12.766952618801602,12.400499379583042,12.518288612365723,548988.0
2007-09-07,12.583727519257819,12.583727519257819,12.125661261148213,12.243449211120605,406294.0
2007-09-10,12.106033545112348,12.289259580066386,11.818106365471593,12.053682327270508,510801.0
2007-09-11,12.158382780222148,12.629535968011306,12.10603285635565,12.433221817016602,907654.0
2007-09-12,12.498659809654164,12.675341751886075,12.387414619695859,12.426677703857422,1330025.0
2007-09-13,12.551011082211557,12.551011082211557,12.26962798218457,12.433221817016602,474997.0
2007-09-14,12.367782592773436,12.433220636893829,12.034049600556852,12.367782592773438,331782.0
2007-09-17,12.433221130761241,12.498660468477754,11.857366836026648,11.929348945617676,638151.0
2007-09-18,11.975154903312903,12.158380899500182,11.752665824800724,12.014416694641113,579560.0
2007-09-19,12.256542059560665,12.3677859905289,11.818107818102705,12.236909866333008,1018845.0
2007-09-20,12.269625078578786,12.387413024902344,12.014415709883435,12.387413024902344,980371.0
2007-09-21,12.380869837262193,12.708060034588927,12.328519922088587,12.492115020751953,1593513.0
2007-09-24,12.714606482728355,12.714606482728355,12.45939833912107,12.505204200744629,912142.0
2007-09-25,12.459396901787933,12.551009905463367,12.269626831818083,12.48557186126709,426822.0
2007-09-26,12.544469186223704,12.753870208863747,12.387418096494393,12.622995376586914,836998.0
2007-09-27,12.806217617748922,13.081056620150315,12.793129492921686,13.048338890075684,1225735.0
2007-09-28,13.166127783944024,13.316634775155189,12.97635770646135,13.08105754852295,884072.0
2007-10-01,13.166128981240295,13.395162165822208,13.100690928502607,13.303547859191895,510536.0
2007-10-02,13.316636084462614,13.46059902695033,12.819307912781662,12.85202693939209,1048937.0
2007-10-03,12.995988654027853,13.179214669336405,12.956725567605499,13.087601661682129,531617.0
2007-10-04,13.225020540686504,13.34280849757452,13.022162356271188,13.126863479614258,747696.0
2007-10-05,13.172671616717942,13.342809502594433,13.15958349119046,13.283915519714355,421010.0
2007-10-08,13.329723550119231,13.401705663289997,13.09414631201349,13.120321273803711,306194.0
2007-10-09,13.11377771487168,13.578388145752074,13.11377771487168,13.414793014526367,988794.0
2007-10-10,13.70926248134704,13.82050638162467,13.467141201983598,13.473685264587402,1213127.0
2007-10-11,13.696175353497233,13.761613402306967,13.552212420713937,13.6307373046875,934588.0
2007-10-12,13.447507429192596,13.454051490396845,13.159580355174109,13.323175430297852,913402.0
2007-10-15,13.440965792833344,13.506403834688324,13.100688749785478,13.192301750183105,565003.0
2007-10-16,13.231563728051523,13.421333775377098,13.067968637081782,13.401702880859375,750083.0
2007-10-17,13.349353872000743,13.689632233563712,13.297003950681898,13.512948989868164,695602.0
2007-10-18,13.604562459786912,13.61110652292326,12.969814155498623,13.067971229553223,948340.0
2007-10-19,12.995988630999504,13.172671874088609,12.459397420834229,12.662254333496094,1059876.0
2007-10-22,12.40050252082877,12.492116822088178,12.132207553130634,12.361239433288574,965096.0
2007-10-23,12.4266771595928,12.622991280805683,12.387414077150883,12.551009178161621,605500.0
2007-10-24,12.472483721565416,12.655711019700574,12.308888611264438,12.367782592773438,458917.0
2007-10-25,12.43976667732352,12.714607022725176,12.393960813754559,12.649168968200684,341846.0
2007-10-26,12.577183926062808,12.924005018014368,12.551008968537596,12.904374122619629,581329.0
2007-10-29,13.022162356271188,13.126863479614258,12.90437439938317,13.126863479614258,339789.0
2007-10-30,13.081057668287915,13.198846928180876,12.943638801574707,12.943638801574707,225887.0
2007-10-31,12.930551845452081,13.074514788126764,12.793131675310423,13.009078025817871,334351.0
2007-11-01,13.126865484118788,13.283916547617125,12.995989382704025,13.022164344787598,820467.0
2007-11-02,12.96327151087013,13.01562273069258,12.812764497249242,12.93055248260498,636760.0
2007-11-05,12.80622073072675,12.858570660767628,12.642625585602707,12.694976806640625,242685.0
2007-11-06,13.329721983183157,13.506403922745479,12.04713609626417,12.0994873046875,5388087.0
2007-11-07,12.433220510342041,12.531378866520289,11.543264152160566,12.31543254852295,4173889.0
2007-11-08,12.04059404749438,12.433222366846861,11.942438258653208,12.269628524780273,1180582.0
2007-11-09,12.393962248165774,12.564100176822734,11.791932851462953,12.236909866333008,1835385.0
2007-11-12,12.138750979555363,12.348151950458774,11.975155865882327,12.132206916809082,622907.0
2007-11-13,12.066771942081132,12.256542064035028,11.99478981554769,12.079858779907227,673553.0
2007-11-14,12.23690769202182,12.524836146889996,12.184557768044092,12.28271484375,922763.0
2007-11-15,12.374328012085288,12.38087207541416,11.71340472680423,11.876999855041504,1206796.0
2007-11-16,11.942437906336412,12.26962816281096,11.752667815780557,11.876999855041504,1307629.0
2007-11-19,11.92934876342897,12.066768917640971,10.751464585961871,10.758008003234863,2114069.0
2007-11-20,10.947778805455822,11.117917993839189,10.208330001553373,11.078656196594238,2097707.0
2007-11-21,10.941235426931009,10.947779490546976,10.018560541489936,10.227961540222168,1646054.0
2007-11-22,10.358836691093899,10.568237657422781,9.750262752425296,10.038189888000488,1842073.0
2007-11-23,10.10362788538899,10.470081188518478,9.979295860487046,10.299942016601562,1605713.0
2007-11-26,10.522433576012206,10.862710687814978,10.470083002850822,10.790728569030762,2347361.0
2007-11-27,10.456994754965995,10.823448117375442,10.40464418240772,10.659852981567383,2551490.0
2007-11-28,10.764551742004683,10.967409935831174,10.561694193676573,10.94777774810791,1476721.0
2007-11-29,11.006674567882023,11.059024493844568,10.849623498997445,10.980498313903809,1266101.0
2007-11-30,11.085198894277559,11.504002153715447,10.869253846894596,11.22261905670166,6446302.0
2007-12-03,11.255338519572867,11.471283575360374,11.189900467395207,11.353495597839355,2359527.0
2007-12-04,11.386213759327354,11.432020908772166,10.928147428866547,11.248793601989746,1897542.0
2007-12-05,11.27496876514871,11.49745655498236,11.189898537392276,11.346949577331543,1311123.0
2007-12-06,11.412387958118826,11.477826000958858,11.137547661791986,11.274969100952148,652171.0
2007-12-07,11.353494104431332,11.418932148001447,11.157179973720984,11.327319145202637,826154.0
2007-12-10,11.379669348278744,11.903173709933123,11.320775365791985,11.857366561889648,1402249.0
2007-12-11,11.896629072431404,12.197644324038576,11.71340307110359,11.942436218261719,1023168.0
2007-12-12,11.733034091559787,12.125662347988417,11.680684173768,11.994786262512207,1000675.0
2007-12-13,11.89008738020554,12.00787536296811,11.700317278644963,11.805018424987793,796387.0
2007-12-14,11.78538681368504,12.066769917192007,11.746123724801139,12.027506828308105,651650.0
2007-12-17,12.027504944399501,12.027504944399501,11.281511536440457,11.346949577331543,975104.0
2007-12-18,11.24879284228908,11.57598305623533,11.176810737021555,11.42547607421875,633254.0
2007-12-19,11.536721556254262,11.628335861534454,10.672940047444492,11.189900398254395,995943.0
2007-12-20,11.202987877223718,11.21607471222352,10.679483493307401,10.84307861328125,1220774.0
2007-12-21,10.967411088390872,10.967411088390872,10.672939860566935,10.856165885925293,1093579.0
2007-12-27,10.738377082577438,10.86270911097642,10.574781968632252,10.718746185302734,359433.0
2007-12-28,10.679481796915507,11.098284979324024,10.58786815698355,11.052477836608887,528148.0
2008-01-02,10.9935865608636,10.9935865608636,10.535520830701728,10.568239212036133,937557.0
2008-01-03,10.476625234715193,10.614044747517017,10.182154665711737,10.489712715148926,1378179.0
2008-01-04,10.470081449794383,10.600956895036987,9.652106528161532,9.796070098876953,1438864.0
2008-01-07,9.776440250513868,9.933491328422118,9.4165309386005,9.809159278869629,1511760.0
2008-01-08,9.9465778914848,10.155979524510812,9.599756739362865,9.69791316986084,2468163.0
2008-01-09,9.717543251347717,9.743718854972203,9.102426571396729,9.409984588623047,1464111.0
2008-01-10,9.625929828801514,9.652105431274096,9.200582582230705,9.285652160644531,1312765.0
2008-01-11,9.429619208089312,9.508144753599263,9.043534899457898,9.396900177001953,1394035.0
2008-01-14,9.462337449198863,9.91385978230896,9.344548818018422,9.809159278869629,1057361.0
2008-01-15,9.841878466523365,9.85496530347928,9.272567493018116,9.357636451721191,1181085.0
2008-01-16,9.324914163422408,9.57357882513292,8.899567582086345,9.42307186126709,1918195.0
2008-01-17,9.704456146873671,9.704456146873671,9.29874105276634,9.377265930175781,1468622.0
2008-01-18,9.311829053655766,9.475424171163555,9.02390125954301,9.0958833694458,1694369.0
2008-01-21,8.873394734217607,8.899569696195236,8.389153419142332,8.72943115234375,1297506.0
2008-01-22,8.245188553673819,8.866849984767306,8.147032131104822,8.533116340637207,1785691.0
2008-01-23,8.644361969934522,8.683624414773465,7.8132988187792485,7.924543380737305,2047963.0
2008-01-24,8.21247011010646,8.61818521357445,8.088137437593634,8.448046684265137,2365676.0
2008-01-25,8.572378312930093,8.76214836168583,8.42187005350569,8.552746772766113,1318395.0
