Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2009-09-28 00:00:00+02:00,0.0,89.69483947753906,89.69483947753906,89.69483947753906,0,0.0,0.0,0.0
2009-09-29 00:00:00+02:00,0.0,89.80611419677734,89.80611419677734,89.80611419677734,0,0.0,0.0,0.0
2009-09-30 00:00:00+02:00,89.98583252980136,90.05430343919032,89.86601170324332,89.9772720336914,341,0.0,0.0,0.0
2009-10-01 00:00:00+02:00,89.92592211652234,89.9772720336914,89.79754079385435,89.9772720336914,389,0.0,0.0,0.0
2009-10-02 00:00:00+02:00,90.04576636745423,90.08000183105469,89.90883104279948,90.08000183105469,443,0.0,0.0,0.0
2009-10-05 00:00:00+02:00,90.14846649221407,90.27684783935547,90.1227915287351,90.27684783935547,391,0.0,0.0,0.0
2009-10-06 00:00:00+02:00,90.12279573993605,90.12279573993605,90.10567474365234,90.10567474365234,75,0.0,0.0,0.0
2009-10-07 00:00:00+02:00,90.15701293945312,90.24260485023848,90.15701293945312,90.15701293945312,196,0.0,0.0,0.0
2009-10-08 00:00:00+02:00,90.2083628418348,90.3880940878909,90.2083628418348,90.36241912841797,562,0.0,0.0,0.0
2009-10-09 00:00:00+02:00,90.12278783250167,90.25116264463144,89.90882110595703,89.90882110595703,923,0.0,0.0,0.0
2009-10-12 00:00:00+02:00,89.90882106585958,90.11422729492188,89.87458560605816,90.11422729492188,194,0.0,0.0,0.0
2009-10-13 00:00:00+02:00,90.03718416560413,90.16556549072266,90.03718416560413,90.16556549072266,485,0.0,0.0,0.0
2009-10-14 00:00:00+02:00,89.97728966062012,89.97728966062012,89.908825267564,89.94305419921875,121,0.0,0.0,0.0
2009-10-15 00:00:00+02:00,89.87458274875208,89.87458274875208,89.38673888914731,89.84034729003906,305,0.0,0.0,0.0
2009-10-16 00:00:00+02:00,89.66061111142446,89.66061111142446,89.5921401977539,89.5921401977539,111,0.0,0.0,0.0
2009-10-19 00:00:00+02:00,89.67771911621094,89.67771911621094,89.67771911621094,89.67771911621094,41,0.0,0.0,0.0
2009-10-20 00:00:00+02:00,0.0,89.84890747070312,89.84890747070312,89.84890747070312,0,0.0,0.0,0.0
2009-10-21 00:00:00+02:00,89.79756927490234,89.79756927490234,89.78045480699957,89.79756927490234,961,0.0,0.0,0.0
2009-10-22 00:00:00+02:00,89.86602783203125,89.86602783203125,89.86602783203125,89.86602783203125,15,0.0,0.0,0.0
2009-10-23 00:00:00+02:00,89.72908010075658,89.84890747070312,89.72908010075658,89.84890747070312,201,0.0,0.0,0.0
2009-10-26 00:00:00+01:00,89.79756575175352,89.79756575175352,89.7462158203125,89.7462158203125,210,0.0,0.0,0.0
2009-10-27 00:00:00+01:00,89.85745239257812,89.85745239257812,89.85745239257812,89.85745239257812,171,0.0,0.0,0.0
2009-10-28 00:00:00+01:00,90.13989847514367,90.15701293945312,90.13989847514367,90.15701293945312,112,0.0,0.0,0.0
2009-10-29 00:00:00+01:00,0.0,89.92592602042394,89.40384674072266,89.40384674072266,0,0.0,0.0,0.0
2009-10-30 00:00:00+01:00,89.68629162264013,89.82322692871094,89.68629162264013,89.82322692871094,38,0.0,0.0,0.0
2009-11-02 00:00:00+01:00,90.19980623880926,90.19980623880926,89.99440002441406,89.99440002441406,119,0.0,0.0,0.0
2009-11-03 00:00:00+01:00,91.57775322068925,91.57775322068925,90.29395294189453,90.29395294189453,2319,0.0,0.0,0.0
2009-11-04 00:00:00+01:00,0.0,89.98584747314453,89.98584747314453,89.98584747314453,0,0.0,0.0,0.0
2009-11-05 00:00:00+01:00,0.0,89.73764038085938,89.73764038085938,89.73764038085938,0,0.0,0.0,0.0
2009-11-06 00:00:00+01:00,89.96015930175781,89.96015930175781,89.96015930175781,89.96015930175781,190,0.0,0.0,0.0
2009-11-09 00:00:00+01:00,0.0,90.139892578125,90.139892578125,90.139892578125,0,0.0,0.0,0.0
2009-11-10 00:00:00+01:00,90.33673858642578,90.33673858642578,90.33673858642578,90.33673858642578,297,0.0,0.0,0.0
2009-11-13 00:00:00+01:00,90.43944022739763,90.44800072344604,90.40520477294922,90.40520477294922,2460,0.0,0.0,0.0
2009-11-16 00:00:00+01:00,90.31108093261719,90.31108093261719,90.31108093261719,90.31108093261719,100,0.0,0.0,0.0
2009-11-17 00:00:00+01:00,90.23402404785156,90.23402404785156,90.23402404785156,90.23402404785156,30,0.0,0.0,0.0
2009-11-18 00:00:00+01:00,90.41379598213699,90.61920224885772,90.41379598213699,90.5165023803711,200,0.0,0.0,0.0
2009-11-19 00:00:00+01:00,0.0,90.59349822998047,90.59349822998047,90.59349822998047,0,0.0,0.0,0.0
2009-11-20 00:00:00+01:00,90.66198034577671,90.66198034577671,90.18269697463876,90.439453125,51,0.0,0.0,0.0
2009-11-23 00:00:00+01:00,90.50792104381486,90.5592709662359,90.49080657958984,90.49080657958984,750,0.0,0.0,0.0
2009-11-24 00:00:00+01:00,90.50792694091797,90.50792694091797,90.50792694091797,90.50792694091797,185,0.0,0.0,0.0
2009-11-25 00:00:00+01:00,90.70479441944029,90.71334838867188,90.70479441944029,90.71334838867188,200,0.0,0.0,0.0
2009-11-26 00:00:00+01:00,0.0,90.77322387695312,90.77322387695312,90.77322387695312,0,0.0,0.0,0.0
